location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Lota urbana,Coronel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,16.43,µg/m³,-37.077619809695,-73.154136498581,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Endesa Chile""}]"
Puren,Chillán,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,30.48,µg/m³,-36.616167751711,-72.093040558483,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Sierra Gorda ,Sierra Gorda,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,26,µg/m³,-22.888724142633,-69.318140714844,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sierra Gorda SCM""}]"
Cerrillos,Cerrillos,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,3.946,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,206.7,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,30.5,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,46.79,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,59.32,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,51.39,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cipreses,Machalí,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,0.02,µg/m³,-34.261909,-70.463219,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco Divsión El Teniente""}]"
Las Condes,Las Condes,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,26.1,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,4.571,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Consultorio - San Vicente,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,27.74,µg/m³,-36.723695141848,-73.123658865174,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Lota urbana,Coronel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,436.2,µg/m³,-37.077619809695,-73.154136498581,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Endesa Chile""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,1.627,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Punteras,Chiguayante,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,30.54,µg/m³,-36.923329602986,-73.036132300941,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Lota urbana,Coronel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,27.36,µg/m³,-37.077619809695,-73.154136498581,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Endesa Chile""}]"
Puren,Chillán,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,33.88,µg/m³,-36.616167751711,-72.093040558483,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Cerro Merquín,Coronel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,23.14,µg/m³,-37.021182877699,-73.149555550926,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Lota urbana,Coronel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,13.5,µg/m³,-37.077619809695,-73.154136498581,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Endesa Chile""}]"
Las Condes,Las Condes,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,403,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,24.63,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Antofagasta,Antofagasta,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,45.25,µg/m³,-23.61354215815,-70.383315682411,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Copiapo Sivica,Copiapó,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,16.65,µg/m³,-27.370329154948,-70.323906678352,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Antofagasta,Antofagasta,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,4.416,µg/m³,-23.61354215815,-70.383315682411,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Coquimbo,Coquimbo,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,1,µg/m³,-29.970390235273,-71.336038250122,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Copiapo Sivica,Copiapó,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,52.97,µg/m³,-27.370329154948,-70.323906678352,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Andacollo,Andacollo,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,4.697,µg/m³,-30.227767752117,-71.086126833637,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Inpesca,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,16.53,µg/m³,-36.737202,-73.104427,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,18.72,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,12,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,16,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,64.75,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,2976,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Curicó,Curicó,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,31.25,µg/m³,-34.974925077541,-71.233967512329,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Indura,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,28.87,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Los Ángeles Oriente,Los Angeles,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,15.94,µg/m³,-37.463035064801,-72.324575155457,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Osorno,Osorno,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,28.81,µg/m³,-40.584478665958,-73.11871982209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,13.5,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,1.5,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,64.75,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,41.61,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
La Florida,Talca,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,34.33,µg/m³,-35.435141887663,-71.678261499336,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Universidad de Talca,Talca,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,12.3,µg/m³,-35.406582744695,-71.633396474869,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
JUNJI,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,22.9,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,190.5,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Las Encinas Temuco,Temuco,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,33.37,µg/m³,-38.74869912298,-72.620788228172,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,19,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,17,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
JUNJI,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,27.27,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Indura,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,20.18,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Las Encinas Temuco,Temuco,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,32.57,µg/m³,-38.74869912298,-72.620788228172,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Punta Arenas,Punta Arenas,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,8.17,µg/m³,-53.158295492238,-70.921497482453,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
El Bosque,El Bosque,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,4,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Valdivia,Valdivia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,27.08,µg/m³,-39.831316104673,-73.22851282209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,2.62,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
JUNJI,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,940.5,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
"INIA, Chillán",Chillán,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,4.579,µg/m³,-36.594880886514,-72.089253650482,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Independencia,Independencia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,74.5,µg/m³,-33.422301,-70.651162,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerro Navia,Cerro Navia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,36.5,µg/m³,-33.433089610143,-70.732147868717,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,20.94,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
San Fernando,San Fernando,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,42.08,µg/m³,-34.579759917069,-70.989685186508,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
JUNJI,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,19.74,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Indura,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,50.16,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,31.07,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Osorno,Osorno,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,24.73,µg/m³,-40.584478665958,-73.11871982209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,1,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
El Bosque,El Bosque,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,18.5,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,25,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
La Florida,Talca,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,22,µg/m³,-35.435141887663,-71.678261499336,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Curicó,Curicó,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,52.63,µg/m³,-34.974925077541,-71.233967512329,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Inpesca,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,so2,7.515,µg/m³,-36.737202,-73.104427,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,40.01,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Pudahuel,Pudahuel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,3,µg/m³,-33.437811379126,-70.750171233135,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,5,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua II,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,24.9,µg/m³,-34.143888375919,-70.737131207664,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Universidad de Talca,Talca,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,5.086,µg/m³,-35.406582744695,-71.633396474869,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
JUNJI,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,41.38,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,28.62,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Independencia,Independencia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,11,µg/m³,-33.422301,-70.651162,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerro Navia,Cerro Navia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,19,µg/m³,-33.433089610143,-70.732147868717,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua II,Rancagua,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,35.78,µg/m³,-34.143888375919,-70.737131207664,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
U.C. Maule,Maule,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,14.14,µg/m³,-35.435725588722,-71.619553864003,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Indura,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,co,2504,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
21 de mayo,Los Angeles,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,12.18,µg/m³,-37.471182288689,-72.36146284977,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Coyhaique,Coyhaique,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,134.6,µg/m³,-45.57996447948,-72.061125987766,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,44,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Valdivia,Valdivia,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,26.52,µg/m³,-39.831316104673,-73.22851282209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Padre Las Casas II,Padre las Casas,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,52.66,µg/m³,-38.764767451719,-72.598795682209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
U.C. Maule,Maule,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,9.49,µg/m³,-35.435725588722,-71.619553864003,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Indura,Talcahuano,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,o3,21.64,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
21 de mayo,Los Angeles,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,19.63,µg/m³,-37.471182288689,-72.36146284977,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Coyhaique,Coyhaique,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,134.6,µg/m³,-45.57996447948,-72.061125987766,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Pudahuel,Pudahuel,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm10,16,µg/m³,-33.437811379126,-70.750171233135,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Arica,Arica,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,16.72,µg/m³,-18.483427991456,-70.290550727043,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Padre Las Casas II,Padre las Casas,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,45.17,µg/m³,-38.764767451719,-72.598795682209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,no2,65.31,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Cerrillos,Cerrillos,CL,2015-09-25T00:00:00.000Z,2015-09-24T21:00:00-03:00,pm25,39,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
